data created:, 08-Jan-2019
monthly global mean of baseline data from AGAGE GC-MD data
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data centre when these data are
used within a publication.
CONTACT POINT:  raywang@eas.gatech.edu, rprinn@mit.edu, rfweiss@ucsd.edu
You can use the following format in Fortran to read data in different columns, (F9.3, I4, I6, 8(f11.3,f9.3))
   scale: ---   ---       SIO-05      ---       SIO-05      ---       SIO-05      ---       SIO-05      ---       SIO-05      ---       SIO-16      ---   Tohoku-Uni      ---       SIO-98      ---
    unit: ---   ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---          ppb      ---          ppb      ---          ppt      ---
 2007.792  10  2007      244.718    0.558      539.047    0.689       76.783    0.128       11.922    0.082       89.421    0.406      321.430    0.316     1787.346   28.488        7.340    1.350
 2007.875  11  2007      244.761    0.583      539.086    0.723       76.807    0.074       11.737    0.098       89.470    0.387      321.685    0.269     1789.213   29.747        7.290    1.460
 2007.958  12  2007      244.558    0.646      538.863    0.797       76.723    0.070       11.626    0.136       89.379    0.405      321.686    0.295     1788.032   33.937        7.390    1.700
 2008.042   1  2008      244.463    0.611      538.788    0.772       76.792    0.046       11.500    0.168       89.317    0.350      321.857    0.258     1790.328   34.936        7.430    1.810
 2008.125   2  2008      244.213    0.613      538.534    0.809       76.776    0.054       11.350    0.217       89.169    0.307      321.875    0.297     1787.539   39.026        7.360    2.000
 2008.208   3  2008      243.894    0.637      538.145    0.828       76.645    0.079       11.195    0.233       89.039    0.327      321.828    0.325     1788.627   39.252        7.250    1.860
 2008.292   4  2008      243.628    0.631      537.817    0.800       76.588    0.071       11.018    0.175       88.947    0.322      321.888    0.403     1784.230   35.048        6.960    1.680
 2008.375   5  2008      243.497    0.604      537.654    0.729       76.525    0.047       10.935    0.152       88.897    0.340      322.029    0.428     1787.811   34.082        7.200    1.650
 2008.458   6  2008      243.312    0.523      537.471    0.628       76.435    0.053       10.777    0.145       88.826    0.386      322.078    0.353     1785.374   27.066        7.120    1.240
 2008.542   7  2008      243.034    0.579      537.165    0.685       76.367    0.063       10.645    0.090       88.681    0.482      322.045    0.411     1783.529   22.936        7.200    1.060
 2008.625   8  2008      242.836    0.518      536.902    0.604       76.252    0.089       10.437    0.067       88.527    0.480      322.048    0.355     1784.574   22.172        7.270    1.010
 2008.708   9  2008      242.754    0.523      536.826    0.597       76.196    0.092       10.298    0.076       88.415    0.448      322.189    0.335     1789.649   25.572        7.480    1.320
 2008.792  10  2008      242.879    0.554      536.978    0.599       76.189    0.053       10.147    0.073       88.527    0.439      322.378    0.283     1791.105   28.983        7.350    1.480
 2008.875  11  2008      242.969    0.658      536.966    0.657       76.197    0.047       10.026    0.069       88.595    0.473      322.552    0.255     1796.581   33.259        7.670    1.880
 2008.958  12  2008      242.914    0.653      536.887    0.673       76.176    0.042        9.865    0.074       88.539    0.427      322.693    0.247     1797.769   35.879        7.650    1.970
 2009.042   1  2009      242.663    0.560      536.704    0.663       76.139    0.052        9.738    0.106       88.417    0.348      322.792    0.246     1793.366   35.396        7.300    1.770
 2009.125   2  2009      242.389    0.555      536.373    0.632       76.022    0.090        9.601    0.128       88.306    0.290      322.757    0.235     1793.000   37.543        7.000    1.670
 2009.208   3  2009      242.064    0.549      535.925    0.624       75.965    0.100        9.465    0.153       88.161    0.322      322.717    0.254     1793.202   37.651        6.840    1.650
 2009.292   4  2009      241.781    0.588      535.572    0.669       75.847    0.079        9.308    0.150       87.916    0.283      322.704    0.349     1792.501   38.217        6.830    1.610
 2009.375   5  2009      241.573    0.579      535.318    0.644       75.778    0.077        9.149    0.151       87.808    0.302      322.785    0.385     1792.110   33.112        6.770    1.350
 2009.458   6  2009      241.378    0.612      534.997    0.648       75.682    0.050        9.023    0.109       87.658    0.349      322.725    0.395     1789.011   28.588        6.860    1.130
 2009.542   7  2009      241.170    0.524      534.791    0.544       75.619    0.042        8.884    0.073       87.555    0.345      322.790    0.363     1787.951   24.427        6.900    1.120
 2009.625   8  2009      241.066    0.513      534.548    0.475       75.540    0.044        8.742    0.058       87.371    0.353      322.834    0.312     1790.451   23.323        7.080    1.170
 2009.708   9  2009      241.091    0.606      534.494    0.512       75.489    0.051        8.602    0.061       87.199    0.322      322.970    0.303     1794.649   25.978        7.300    1.270
 2009.792  10  2009      241.019    0.722      534.399    0.668       75.475    0.044        8.498    0.062       87.140    0.340      323.099    0.373     1795.144   28.351        7.440    1.490
 2009.875  11  2009      241.031    0.668      534.302    0.649       75.488    0.042        8.402    0.062       87.063    0.346      323.220    0.308     1793.168   30.302        7.170    1.580
 2009.958  12  2009      241.050    0.690      534.285    0.702       75.537    0.050        8.298    0.058       87.039    0.394      323.346    0.302     1794.606   35.898        7.170    1.870
 2010.042   1  2010      240.915    0.661      534.145    0.734       75.509    0.042        8.142    0.093       86.972    0.361      323.488    0.313     1792.636   36.855        6.990    1.900
 2010.125   2  2010      240.556    0.720      533.743    0.850       75.404    0.082        7.992    0.113       86.786    0.371      323.485    0.397     1788.936   37.305        6.900    1.780
 2010.208   3  2010      240.402    0.640      533.558    0.722       75.346    0.076        7.860    0.143       86.716    0.322      323.531    0.346     1790.911   37.704        6.890    1.860
 2010.292   4  2010      240.288    0.620      533.471    0.717       75.312    0.075        7.789    0.145       86.713    0.334      323.652    0.336     1797.680   36.428        7.020    1.830
 2010.375   5  2010      240.086    0.568      533.292    0.682       75.226    0.047        7.683    0.140       86.621    0.376      323.714    0.337     1796.693   32.066        7.140    1.740
 2010.458   6  2010      239.816    0.482      532.940    0.533       75.135    0.066        7.572    0.109       86.455    0.405      323.716    0.315     1793.816   27.196        7.150    1.490
 2010.542   7  2010      239.540    0.448      532.619    0.488       75.004    0.088        7.458    0.072       86.263    0.419      323.771    0.348     1792.569   23.677        7.400    1.370
 2010.625   8  2010      239.207    0.406      532.157    0.443       74.886    0.101        7.353    0.046       86.056    0.415      323.685    0.257     1793.711   21.768        7.560    1.410
 2010.708   9  2010      239.051    0.479      532.019    0.538       74.826    0.072        7.249    0.045       85.957    0.432      323.793    0.293     1798.327   24.407        7.560    1.410
 2010.792  10  2010      239.116    0.590      532.087    0.596       74.826    0.063        7.139    0.049       85.963    0.472      324.038    0.232     1803.518   26.582        7.620    1.580
 2010.875  11  2010      238.967    0.677      532.017    0.601       74.865    0.066        7.071    0.052       85.982    0.455      324.142    0.220     1804.435   30.347        7.750    1.810
 2010.958  12  2010      238.858    0.702      531.836    0.666       74.819    0.070        6.992    0.059       85.924    0.449      324.238    0.223     1805.457   34.220        7.750    1.970
 2011.042   1  2011      238.664    0.680      531.618    0.728       74.776    0.053        0.000    0.000       85.851    0.398      324.357    0.218     1803.262   35.836        7.630    2.040
 2011.125   2  2011      238.447    0.645      531.325    0.752       74.772    0.071        0.000    0.000       85.766    0.323      324.419    0.231     1802.387   36.897        7.420    2.000
 2011.208   3  2011      238.215    0.658      530.988    0.779       74.666    0.057        0.000    0.000       85.671    0.364      324.378    0.273     1801.990   37.189        7.290    1.900
 2011.292   4  2011      237.923    0.651      530.811    0.740       74.700    0.056        0.000    0.000       85.639    0.350      324.444    0.323     1801.813   36.789        7.200    1.790
 2011.375   5  2011      237.710    0.682      530.710    0.721       74.690    0.080        0.000    0.000       85.529    0.426      324.564    0.400     1801.103   32.913        7.180    1.500
 2011.458   6  2011      237.381    0.637      530.317    0.633       74.606    0.099        0.000    0.000       85.379    0.451      324.553    0.368     1798.129   25.952        7.130    1.160
 2011.542   7  2011      237.069    0.621      529.998    0.557        0.000    0.000        0.000    0.000       85.216    0.462      324.625    0.382     1797.625   21.215        7.330    1.080
 2011.625   8  2011      236.899    0.487      529.886    0.359        0.000    0.000        0.000    0.000       85.102    0.394      324.690    0.298     1799.437   20.059        7.520    1.070
 2011.708   9  2011      236.889    0.512      529.772    0.381        0.000    0.000        0.000    0.000       85.020    0.365      324.837    0.302     1804.688   23.068        7.620    1.410
 2011.792  10  2011      236.837    0.638      529.657    0.527        0.000    0.000        0.000    0.000       84.981    0.449      324.917    0.345     1807.966   27.472        7.670    1.510
 2011.875  11  2011      236.820    0.646      529.566    0.548        0.000    0.000        0.000    0.000       84.953    0.417      325.130    0.306     1810.175   30.926        7.660    1.720
 2011.958  12  2011      236.653    0.716      529.362    0.662        0.000    0.000        0.000    0.000       84.867    0.425      325.195    0.355     1807.878   33.191        7.630    1.810
 2012.042   1  2012      236.556    0.688      529.276    0.657        0.000    0.000        0.000    0.000       84.806    0.409      325.352    0.291     1809.306   35.901        7.760    1.840
 2012.125   2  2012      236.471    0.598      529.094    0.594        0.000    0.000        0.000    0.000       84.746    0.345      325.483    0.245     1811.228   36.541        7.680    1.810
 2012.208   3  2012      236.184    0.624      528.710    0.651        0.000    0.000        0.000    0.000       84.626    0.372      325.456    0.296     1809.190   37.834        7.380    1.850
 2012.292   4  2012      235.996    0.557      528.458    0.517        0.000    0.000        0.000    0.000       84.549    0.376      325.506    0.298     1808.062   37.428        7.450    1.770
 2012.375   5  2012      235.574    0.627      527.909    0.651        0.000    0.000        0.000    0.000       84.302    0.461      325.436    0.472     1809.216   34.392        7.610    1.440
 2012.458   6  2012      235.417    0.492      527.767    0.558        0.000    0.000        0.000    0.000       84.222    0.418      325.531    0.439     1804.564   26.718        7.340    1.090
 2012.542   7  2012      235.148    0.328      527.309    0.278        0.000    0.000        0.000    0.000       84.032    0.383      325.556    0.344     1802.195   21.679        7.480    1.050
 2012.625   8  2012      234.965    0.305      526.939    0.185        0.000    0.000        0.000    0.000       83.897    0.359      325.581    0.255     1806.890   22.423        7.590    1.160
 2012.708   9  2012      234.940    0.397      526.785    0.224        0.000    0.000        0.000    0.000       83.785    0.370      325.658    0.252     1810.333   25.169        7.820    1.380
 2012.792  10  2012      235.008    0.486      526.944    0.186        0.000    0.000        0.000    0.000       83.777    0.402      325.864    0.192     1811.300   27.479        7.770    1.530
 2012.875  11  2012      235.065    0.609      526.883    0.278        0.000    0.000        0.000    0.000       83.855    0.470      326.000    0.175     1815.650   32.865        7.930    1.930
 2012.958  12  2012      235.012    0.685      526.750    0.417        0.000    0.000        0.000    0.000       83.832    0.474      326.116    0.227     1815.283   36.060        7.900    2.110
 2013.042   1  2013      234.839    0.710      526.537    0.537        0.000    0.000        0.000    0.000       83.734    0.428      326.234    0.281     1815.644   36.323        7.930    2.210
 2013.125   2  2013      234.574    0.705      526.255    0.601        0.000    0.000        0.000    0.000       83.607    0.374      326.295    0.354     1814.259   38.638        7.940    2.220
 2013.208   3  2013      234.389    0.661      526.092    0.647        0.000    0.000        0.000    0.000       83.508    0.349      326.397    0.383     1814.148   39.265        7.700    2.150
 2013.292   4  2013      234.103    0.659      525.813    0.741        0.000    0.000        0.000    0.000       83.416    0.412      326.407    0.451     1812.700   37.782        7.630    2.010
 2013.375   5  2013      233.930    0.649      525.558    0.700        0.000    0.000        0.000    0.000       83.337    0.448      326.451    0.468     1811.853   33.644        7.620    1.720
 2013.458   6  2013      233.887    0.698      525.138    0.559        0.000    0.000        0.000    0.000       83.277    0.489      326.504    0.444     1810.271   28.600        7.700    1.610
 2013.542   7  2013      233.706    0.610      524.779    0.383        0.000    0.000        0.000    0.000       83.112    0.454      326.656    0.469     1810.235   24.078        7.850    1.430
 2013.625   8  2013      233.397    0.560      524.446    0.244        0.000    0.000        0.000    0.000       82.980    0.402      326.565    0.269     1810.341   22.010        7.540    1.260
 2013.708   9  2013      233.346    0.593      524.277    0.252        0.000    0.000        0.000    0.000       82.836    0.396      326.640    0.244     1814.335   24.182        7.790    1.420
 2013.792  10  2013      233.432    0.758      524.258    0.408        0.000    0.000        0.000    0.000       82.754    0.408      326.854    0.325     1818.392   28.207        8.180    1.900
 2013.875  11  2013      233.438    0.856      524.073    0.453        0.000    0.000        0.000    0.000       82.739    0.433      326.945    0.310     1819.765   32.854        8.440    2.270
 2013.958  12  2013      233.375    0.867      523.954    0.566        0.000    0.000        0.000    0.000       82.693    0.393      327.043    0.291     1820.616   36.421        8.720    2.670
 2014.042   1  2014      233.272    0.789      523.805    0.613        0.000    0.000        0.000    0.000       82.635    0.328      327.210    0.293     1821.730   36.403        8.680    2.580
 2014.125   2  2014      232.937    0.765      523.685    0.825        0.000    0.000        0.000    0.000       82.520    0.281      327.265    0.387     1817.854   38.758        8.390    2.460
 2014.208   3  2014      232.725    0.767      523.375    0.862        0.000    0.000        0.000    0.000       82.413    0.303      327.310    0.447     1817.878   36.605        8.210    2.270
 2014.292   4  2014      232.509    0.919      522.957    0.989        0.000    0.000        0.000    0.000       82.300    0.392      327.325    0.572     1819.889   39.129        8.620    2.570
 2014.375   5  2014      232.337    0.959      522.867    0.827        0.000    0.000        0.000    0.000       82.312    0.370      327.408    0.554     1819.453   33.866        8.540    2.230
 2014.458   6  2014      232.214    1.015      522.630    0.754        0.000    0.000        0.000    0.000       82.251    0.392      327.570    0.589     1820.220   27.973        8.490    1.900
 2014.542   7  2014      232.182    0.887      522.520    0.587        0.000    0.000        0.000    0.000       82.182    0.352      327.737    0.492     1819.780   22.488        8.300    1.580
 2014.625   8  2014      231.903    0.843      522.337    0.452        0.000    0.000        0.000    0.000       82.080    0.406      327.753    0.435     1822.840   23.381        8.290    1.480
 2014.708   9  2014      231.864    0.938      522.260    0.475        0.000    0.000        0.000    0.000       81.992    0.421      327.868    0.435     1827.573   27.557        8.630    1.820
 2014.792  10  2014      231.903    0.999      522.153    0.482        0.000    0.000        0.000    0.000       81.935    0.427      327.999    0.411     1828.177   28.240        8.810    2.140
 2014.875  11  2014      231.992    1.076      522.039    0.524        0.000    0.000        0.000    0.000       81.924    0.423      328.059    0.344     1832.872   33.513        9.010    2.460
 2014.958  12  2014      231.794    1.117      521.745    0.589        0.000    0.000        0.000    0.000       81.809    0.429      328.103    0.355     1830.214   36.752        8.680    2.530
 2015.042   1  2015      231.737    0.969      521.585    0.527        0.000    0.000        0.000    0.000       81.851    0.299      328.277    0.281     1831.113   36.514        8.730    2.620
 2015.125   2  2015      231.492    0.929      521.307    0.539        0.000    0.000        0.000    0.000       81.755    0.258      328.319    0.321     1829.946   37.297        8.470    2.470
 2015.208   3  2015      231.296    0.910      520.970    0.588        0.000    0.000        0.000    0.000       81.643    0.275      328.340    0.359     1832.246   36.843        8.410    2.320
 2015.292   4  2015      231.204    0.855      520.622    0.602        0.000    0.000        0.000    0.000       81.460    0.346      328.437    0.406     1832.573   38.128        8.310    2.340
 2015.375   5  2015      230.962    0.904      520.178    0.600        0.000    0.000        0.000    0.000       81.289    0.372      328.422    0.504     1830.489   34.724        8.790    2.390
 2015.458   6  2015      230.778    0.889      519.723    0.512        0.000    0.000        0.000    0.000       81.164    0.395      328.439    0.486     1831.081   29.581        8.790    2.060
 2015.542   7  2015      230.513    0.785      519.284    0.327        0.000    0.000        0.000    0.000       80.976    0.399      328.409    0.406     1830.867   24.575        8.650    1.740
 2015.625   8  2015      230.392    0.752      518.950    0.246        0.000    0.000        0.000    0.000       80.798    0.388      328.413    0.336     1833.091   23.330        8.550    1.600
 2015.708   9  2015      230.403    0.794      518.820    0.284        0.000    0.000        0.000    0.000       80.715    0.380      328.548    0.345     1836.476   26.271        8.750    1.850
 2015.792  10  2015      230.500    0.965      518.696    0.381        0.000    0.000        0.000    0.000       80.664    0.415      328.707    0.385     1837.242   27.614        9.050    2.140
 2015.875  11  2015      230.618    1.053      518.536    0.444        0.000    0.000        0.000    0.000       80.689    0.424      328.809    0.371     1841.364   34.018        9.010    2.510
 2015.958  12  2015      230.516    1.037      518.410    0.574        0.000    0.000        0.000    0.000       80.630    0.407      328.964    0.402     1841.678   37.171        9.100    2.750
 2016.042   1  2016      230.316    1.012      518.071    0.638        0.000    0.000        0.000    0.000       80.518    0.375      329.020    0.424     1838.550   39.353        8.770    2.720
 2016.125   2  2016      230.186    0.943      517.766    0.576        0.000    0.000        0.000    0.000       80.388    0.318      329.122    0.421     1838.470   41.362        8.640    2.690
 2016.208   3  2016      229.991    0.891      517.416    0.594        0.000    0.000        0.000    0.000       80.302    0.307      329.134    0.430     1838.622   38.725        8.580    2.420
 2016.292   4  2016      229.769    0.971      516.990    0.629        0.000    0.000        0.000    0.000       80.171    0.336      329.135    0.525     1838.856   36.342        8.910    2.480
 2016.375   5  2016      229.608    1.074      516.552    0.644        0.000    0.000        0.000    0.000       80.080    0.391      329.182    0.596     1840.670   33.981        9.040    2.310
 2016.458   6  2016      229.426    1.091      516.108    0.612        0.000    0.000        0.000    0.000       79.982    0.434      329.186    0.620     1838.960   28.856        8.990    1.990
 2016.542   7  2016      229.378    0.939      515.740    0.381        0.000    0.000        0.000    0.000       79.902    0.393      329.321    0.527     1839.373   25.115        8.550    1.570
 2016.625   8  2016      229.244    0.798      515.433    0.171        0.000    0.000        0.000    0.000       79.711    0.343      329.460    0.395     1840.471   24.997        8.680    1.750
 2016.708   9  2016      229.141    0.788      514.971    0.106        0.000    0.000        0.000    0.000       79.571    0.332      329.480    0.318     1846.539   29.140        9.030    2.030
 2016.792  10  2016      229.233    0.948      514.884    0.301        0.000    0.000        0.000    0.000       79.545    0.385      329.640    0.376     1846.661   30.244        8.880    2.240
 2016.875  11  2016      229.329    1.082      514.705    0.455        0.000    0.000        0.000    0.000       79.471    0.415      329.701    0.385     1846.720   34.319        9.080    2.620
 2016.958  12  2016      229.372    1.150      514.611    0.549        0.000    0.000        0.000    0.000       79.476    0.428      329.862    0.388     1849.182   39.295        9.790    3.150
 2017.042   1  2017      229.266    1.047      514.424    0.554        0.000    0.000        0.000    0.000       79.424    0.377      329.976    0.337     1852.609   40.980       10.010    3.160
 2017.125   2  2017      228.945    0.961      514.104    0.577        0.000    0.000        0.000    0.000       79.315    0.367      330.008    0.368     1847.462   37.106        9.890    2.530
 2017.208   3  2017      228.622    1.006      513.697    0.611        0.000    0.000        0.000    0.000       79.171    0.389      329.934    0.435     1842.906   39.393        9.410    3.120
 2017.292   4  2017      228.509    0.985      513.401    0.585        0.000    0.000        0.000    0.000       79.117    0.404      330.021    0.491     1846.324   37.681        9.360    2.940
 2017.375   5  2017      228.367    1.039      513.071    0.518        0.000    0.000        0.000    0.000       79.070    0.426      330.076    0.498     1843.812   32.773        9.510    2.780
 2017.458   6  2017      228.244    1.017      512.655    0.394        0.000    0.000        0.000    0.000       78.976    0.520      330.093    0.491     1839.656   26.423        9.460    2.270
 2017.542   7  2017      228.310    1.016      512.404    0.225        0.000    0.000        0.000    0.000       78.944    0.522      330.285    0.464     1841.779   23.026        9.950    2.100
 2017.625   8  2017      228.240    1.037      512.128    0.138        0.000    0.000        0.000    0.000       78.825    0.516      330.417    0.465     1842.743   20.502        9.870    1.990
 2017.708   9  2017      228.122    0.889      512.081    0.131        0.000    0.000        0.000    0.000       78.769    0.464      330.521    0.347     1854.993   29.623        9.660    2.150
 2017.792  10  2017      228.363    0.953      512.094    0.164        0.000    0.000        0.000    0.000       78.791    0.491      330.740    0.301     1856.310   30.152       10.000    2.670
 2017.875  11  2017      228.388    1.002      511.997    0.308        0.000    0.000        0.000    0.000       78.811    0.467      330.892    0.299     1856.133   32.850        9.950    2.910
 2017.958  12  2017      228.371    1.011      511.931    0.423        0.000    0.000        0.000    0.000       78.792    0.454      331.043    0.292     1851.996   34.136        9.980    3.360
 2018.042   1  2018      228.197    0.946      511.755    0.519        0.000    0.000        0.000    0.000       78.702    0.408      331.139    0.298     1850.948   35.812        9.880    3.400
 2018.125   2  2018      228.116    0.957      511.535    0.580        0.000    0.000        0.000    0.000       78.640    0.399      331.211    0.304     1851.618   36.486       10.230    3.560
 2018.208   3  2018      227.927    0.798      511.314    0.515        0.000    0.000        0.000    0.000       78.590    0.367      331.340    0.317     1857.624   38.520        9.510    2.980
